date,year,month_num,month,inflation_type,source_type,value
2010-09-01,2010,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.62
2010-09-01,2010,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.58
2010-09-01,2010,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.03
2010-09-01,2010,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.84
2010-10-01,2010,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.7
2010-10-01,2010,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.63
2010-10-01,2010,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.02
2010-10-01,2010,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.5
2010-11-01,2010,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.35
2010-11-01,2010,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.65
2010-11-01,2010,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.21
2010-11-01,2010,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.81
2010-12-01,2010,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.07
2010-12-01,2010,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.48
2010-12-01,2010,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.42
2010-12-01,2010,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.08
2011-01-01,2011,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,102.6
2011-01-01,2011,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.87
2011-01-01,2011,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,104.09
2011-01-01,2011,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.37
2011-02-01,2011,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.22
2011-02-01,2011,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.32
2011-02-01,2011,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,100.75
2011-02-01,2011,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.78
2011-03-01,2011,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.94
2011-03-01,2011,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.49
2011-03-01,2011,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,100.33
2011-03-01,2011,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.62
2011-04-01,2011,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.36
2011-04-01,2011,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.48
2011-04-01,2011,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,100.48
2011-04-01,2011,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.43
2011-05-01,2011,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.03
2011-05-01,2011,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.82
2011-05-01,2011,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,100.7
2011-05-01,2011,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.48
2011-06-01,2011,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.75
2011-06-01,2011,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.42
2011-06-01,2011,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,100.69
2011-06-01,2011,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.23
2011-07-01,2011,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.29
2011-07-01,2011,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.29
2011-07-01,2011,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,100.62
2011-07-01,2011,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,99.99
2011-08-01,2011,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,98.63
2011-08-01,2011,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.53
2011-08-01,2011,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,100.34
2011-08-01,2011,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,99.76
2011-09-01,2011,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.35
2011-09-01,2011,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.66
2011-09-01,2011,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,99.91
2011-09-01,2011,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,99.96
2011-10-01,2011,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.51
2011-10-01,2011,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.71
2011-10-01,2011,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.14
2011-10-01,2011,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.48
2011-11-01,2011,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.52
2011-11-01,2011,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.55
2011-11-01,2011,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.09
2011-11-01,2011,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.42
2011-12-01,2011,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.67
2011-12-01,2011,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.31
2011-12-01,2011,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.31
2011-12-01,2011,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.44
2012-01-01,2012,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.76
2012-01-01,2012,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.44
2012-01-01,2012,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,100.2
2012-01-01,2012,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.5
2012-02-01,2012,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.68
2012-02-01,2012,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.33
2012-02-01,2012,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,99.98
2012-02-01,2012,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.37
2012-03-01,2012,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.81
2012-03-01,2012,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.46
2012-03-01,2012,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,100.41
2012-03-01,2012,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.58
2012-04-01,2012,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.23
2012-04-01,2012,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.41
2012-04-01,2012,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,100.26
2012-04-01,2012,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.31
2012-05-01,2012,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.56
2012-05-01,2012,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.38
2012-05-01,2012,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,100.65
2012-05-01,2012,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.52
2012-06-01,2012,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.61
2012-06-01,2012,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.23
2012-06-01,2012,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,100.8
2012-06-01,2012,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.89
2012-07-01,2012,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.11
2012-07-01,2012,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.32
2012-07-01,2012,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,102.72
2012-07-01,2012,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.23
2012-08-01,2012,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.48
2012-08-01,2012,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.4
2012-08-01,2012,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,100.58
2012-08-01,2012,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.1
2012-09-01,2012,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.14
2012-09-01,2012,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.68
2012-09-01,2012,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.96
2012-09-01,2012,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.55
2012-10-01,2012,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.53
2012-10-01,2012,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.68
2012-10-01,2012,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.05
2012-10-01,2012,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.46
2012-11-01,2012,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.45
2012-11-01,2012,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.44
2012-11-01,2012,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.04
2012-11-01,2012,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.34
2012-12-01,2012,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.88
2012-12-01,2012,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.27
2012-12-01,2012,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.44
2012-12-01,2012,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.54
2013-01-01,2013,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.76
2013-01-01,2013,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.42
2013-01-01,2013,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,100.64
2013-01-01,2013,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.97
2013-02-01,2013,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.81
2013-02-01,2013,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.44
2013-02-01,2013,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,100.36
2013-02-01,2013,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.56
2013-03-01,2013,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.41
2013-03-01,2013,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.4
2013-03-01,2013,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,100.15
2013-03-01,2013,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.34
2013-04-01,2013,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.7
2013-04-01,2013,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.35
2013-04-01,2013,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,100.46
2013-04-01,2013,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.51
2013-05-01,2013,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.95
2013-05-01,2013,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.25
2013-05-01,2013,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,100.81
2013-05-01,2013,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.66
2013-06-01,2013,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.5
2013-06-01,2013,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.2
2013-06-01,2013,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,100.6
2013-06-01,2013,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.42
2013-07-01,2013,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.95
2013-07-01,2013,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.14
2013-07-01,2013,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,103.08
2013-07-01,2013,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.82
2013-08-01,2013,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.25
2013-08-01,2013,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.53
2013-08-01,2013,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,100.87
2013-08-01,2013,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.14
2013-09-01,2013,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.98
2013-09-01,2013,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.52
2013-09-01,2013,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.11
2013-09-01,2013,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.21
2013-10-01,2013,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.11
2013-10-01,2013,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.49
2013-10-01,2013,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,99.91
2013-10-01,2013,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.57
2013-11-01,2013,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.94
2013-11-01,2013,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.43
2013-11-01,2013,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.21
2013-11-01,2013,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.56
2013-12-01,2013,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.75
2013-12-01,2013,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.22
2013-12-01,2013,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.58
2013-12-01,2013,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.51
2014-01-01,2014,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.02
2014-01-01,2014,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.27
2014-01-01,2014,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,100.47
2014-01-01,2014,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.59
2014-02-01,2014,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.18
2014-02-01,2014,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.41
2014-02-01,2014,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,100.43
2014-02-01,2014,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.7
2014-03-01,2014,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.76
2014-03-01,2014,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.68
2014-03-01,2014,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,100.46
2014-03-01,2014,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.02
2014-04-01,2014,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.29
2014-04-01,2014,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.64
2014-04-01,2014,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,100.71
2014-04-01,2014,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.9
2014-05-01,2014,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.45
2014-05-01,2014,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.46
2014-05-01,2014,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,100.75
2014-05-01,2014,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.9
2014-06-01,2014,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.69
2014-06-01,2014,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.37
2014-06-01,2014,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,100.87
2014-06-01,2014,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.62
2014-07-01,2014,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.94
2014-07-01,2014,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.4
2014-07-01,2014,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,101.41
2014-07-01,2014,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.49
2014-08-01,2014,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.74
2014-08-01,2014,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.47
2014-08-01,2014,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,100.65
2014-08-01,2014,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.24
2014-09-01,2014,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.0
2014-09-01,2014,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.55
2014-09-01,2014,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.28
2014-09-01,2014,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.65
2014-10-01,2014,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.17
2014-10-01,2014,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.64
2014-10-01,2014,10,октябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.57
2014-10-01,2014,10,октябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.82
2014-11-01,2014,11,ноябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.99
2014-11-01,2014,11,ноябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.64
2014-11-01,2014,11,ноябрь,services,Индексы потребительских цен на услуги по Российской Федерации,101.16
2014-11-01,2014,11,ноябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.28
2014-12-01,2014,12,декабрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,103.25
2014-12-01,2014,12,декабрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.25
2014-12-01,2014,12,декабрь,services,Индексы потребительских цен на услуги по Российской Федерации,102.24
2014-12-01,2014,12,декабрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.62
2015-01-01,2015,1,январь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,105.66
2015-01-01,2015,1,январь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,103.2
2015-01-01,2015,1,январь,services,Индексы потребительских цен на услуги по Российской Федерации,102.16
2015-01-01,2015,1,январь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,103.85
2015-02-01,2015,2,февраль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,103.29
2015-02-01,2015,2,февраль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,102.06
2015-02-01,2015,2,февраль,services,Индексы потребительских цен на услуги по Российской Федерации,100.83
2015-02-01,2015,2,февраль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,102.22
2015-03-01,2015,3,март,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.57
2015-03-01,2015,3,март,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.43
2015-03-01,2015,3,март,services,Индексы потребительских цен на услуги по Российской Федерации,100.31
2015-03-01,2015,3,март,total,Индексы потребительских цен на товары и услуги по Российской Федерации,101.21
2015-04-01,2015,4,апрель,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.33
2015-04-01,2015,4,апрель,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.88
2015-04-01,2015,4,апрель,services,Индексы потребительских цен на услуги по Российской Федерации,100.02
2015-04-01,2015,4,апрель,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.46
2015-05-01,2015,5,май,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.07
2015-05-01,2015,5,май,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.54
2015-05-01,2015,5,май,services,Индексы потребительских цен на услуги по Российской Федерации,100.5
2015-05-01,2015,5,май,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.35
2015-06-01,2015,6,июнь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.55
2015-06-01,2015,6,июнь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.33
2015-06-01,2015,6,июнь,services,Индексы потребительских цен на услуги по Российской Федерации,100.97
2015-06-01,2015,6,июнь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.19
2015-07-01,2015,7,июль,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.73
2015-07-01,2015,7,июль,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.45
2015-07-01,2015,7,июль,services,Индексы потребительских цен на услуги по Российской Федерации,103.0
2015-07-01,2015,7,июль,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.8
2015-08-01,2015,8,август,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,99.34
2015-08-01,2015,8,август,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,100.75
2015-08-01,2015,8,август,services,Индексы потребительских цен на услуги по Российской Федерации,101.27
2015-08-01,2015,8,август,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.35
2015-09-01,2015,9,сентябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,100.42
2015-09-01,2015,9,сентябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.09
2015-09-01,2015,9,сентябрь,services,Индексы потребительских цен на услуги по Российской Федерации,100.02
2015-09-01,2015,9,сентябрь,total,Индексы потребительских цен на товары и услуги по Российской Федерации,100.57
2015-10-01,2015,10,октябрь,food,Индексы потребительских цен на продовольственные товары по Российской Федерации,101.04
2015-10-01,2015,10,октябрь,non_food,Индексы потребительских цен на непродовольственные товары по Российской Федерации,101.0
